filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes,height,name,width,x,y,trainpath,labelpath,mask_percentage,labels,ymax,xmax
1.2.276.0.7230010.3.1.4.8323329.310.1517875162.344702.png,436293,{},1,0,"{""name"":""rect"",""x"":102,""y"":91,""width"":842,""height"":589}",{},589,rect,842,102,91,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.310.1517875162.344702.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.310.1517875162.344702.png,0.0,0.0,680,944
1.2.276.0.7230010.3.1.4.8323329.311.1517875162.347660.png,418517,{},1,0,"{""name"":""rect"",""x"":106,""y"":92,""width"":812,""height"":852}",{},852,rect,812,106,92,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.311.1517875162.347660.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.311.1517875162.347660.png,0.0,0.0,944,918
1.2.276.0.7230010.3.1.4.8323329.312.1517875162.342028.png,381136,{},1,0,"{""name"":""rect"",""x"":160,""y"":105,""width"":784,""height"":788}",{},788,rect,784,160,105,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.312.1517875162.342028.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.312.1517875162.342028.png,0.0,0.0,893,944
1.2.276.0.7230010.3.1.4.8323329.314.1517875162.344457.png,285753,{},1,0,"{""name"":""rect"",""x"":259,""y"":116,""width"":635,""height"":577}",{},577,rect,635,259,116,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.314.1517875162.344457.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.314.1517875162.344457.png,0.0,0.0,693,894
1.2.276.0.7230010.3.1.4.8323329.315.1517875162.341342.png,384298,{},1,0,"{""name"":""rect"",""x"":162,""y"":92,""width"":696,""height"":751}",{},751,rect,696,162,92,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.315.1517875162.341342.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.315.1517875162.341342.png,0.004177093505859375,1.0,843,858
1.2.276.0.7230010.3.1.4.8323329.316.1517875162.351639.png,429750,{},1,0,"{""name"":""rect"",""x"":44,""y"":106,""width"":879,""height"":663}",{},663,rect,879,44,106,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.316.1517875162.351639.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.316.1517875162.351639.png,0.0,0.0,769,923
1.2.276.0.7230010.3.1.4.8323329.317.1517875162.369996.png,406043,{},1,0,"{""name"":""rect"",""x"":66,""y"":157,""width"":810,""height"":674}",{},674,rect,810,66,157,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.317.1517875162.369996.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.317.1517875162.369996.png,0.0,0.0,831,876
1.2.276.0.7230010.3.1.4.8323329.318.1517875162.378490.png,335878,{},1,0,"{""name"":""rect"",""x"":121,""y"":171,""width"":689,""height"":740}",{},740,rect,689,121,171,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.318.1517875162.378490.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.318.1517875162.378490.png,0.0,0.0,911,810
1.2.276.0.7230010.3.1.4.8323329.319.1517875162.366125.png,396020,{},1,0,"{""name"":""rect"",""x"":239,""y"":197,""width"":776,""height"":814}",{},814,rect,776,239,197,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.319.1517875162.366125.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.319.1517875162.366125.png,0.0,0.0,1011,1015
1.2.276.0.7230010.3.1.4.8323329.320.1517875162.379959.png,358281,{},1,0,"{""name"":""rect"",""x"":87,""y"":79,""width"":807,""height"":878}",{},878,rect,807,87,79,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.320.1517875162.379959.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.320.1517875162.379959.png,0.0,0.0,957,894
1.2.276.0.7230010.3.1.4.8323329.321.1517875162.374614.png,313812,{},1,0,"{""name"":""rect"",""x"":118,""y"":83,""width"":810,""height"":732}",{},732,rect,810,118,83,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.321.1517875162.374614.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.321.1517875162.374614.png,0.0,0.0,815,928
1.2.276.0.7230010.3.1.4.8323329.322.1517875162.392373.png,370263,{},1,0,"{""name"":""rect"",""x"":76,""y"":144,""width"":785,""height"":822}",{},822,rect,785,76,144,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.322.1517875162.392373.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.322.1517875162.392373.png,0.0016651153564453125,1.0,966,861
1.2.276.0.7230010.3.1.4.8323329.323.1517875162.387830.png,346784,{},1,0,"{""name"":""rect"",""x"":68,""y"":123,""width"":843,""height"":628}",{},628,rect,843,68,123,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.323.1517875162.387830.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.323.1517875162.387830.png,0.0,0.0,751,911
1.2.276.0.7230010.3.1.4.8323329.324.1517875162.391327.png,409742,{},1,0,"{""name"":""rect"",""x"":113,""y"":126,""width"":818,""height"":813}",{},813,rect,818,113,126,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.324.1517875162.391327.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.324.1517875162.391327.png,0.010600090026855469,1.0,939,931
1.2.276.0.7230010.3.1.4.8323329.325.1517875162.384468.png,434223,{},1,0,"{""name"":""rect"",""x"":139,""y"":7,""width"":705,""height"":753}",{},753,rect,705,139,7,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.325.1517875162.384468.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.325.1517875162.384468.png,0.006788253784179688,1.0,760,844
1.2.276.0.7230010.3.1.4.8323329.326.1517875162.400291.png,445349,{},1,0,"{""name"":""rect"",""x"":43,""y"":94,""width"":889,""height"":851}",{},851,rect,889,43,94,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.326.1517875162.400291.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.326.1517875162.400291.png,0.0,0.0,945,932
1.2.276.0.7230010.3.1.4.8323329.327.1517875162.393558.png,449488,{},1,0,"{""name"":""rect"",""x"":130,""y"":25,""width"":863,""height"":778}",{},778,rect,863,130,25,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.327.1517875162.393558.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.327.1517875162.393558.png,0.010814666748046877,1.0,803,993
1.2.276.0.7230010.3.1.4.8323329.328.1517875162.408327.png,396918,{},1,0,"{""name"":""rect"",""x"":142,""y"":43,""width"":680,""height"":605}",{},605,rect,680,142,43,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.328.1517875162.408327.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.328.1517875162.408327.png,0.0,0.0,648,822
1.2.276.0.7230010.3.1.4.8323329.329.1517875162.405060.png,321054,{},1,0,"{""name"":""rect"",""x"":106,""y"":82,""width"":754,""height"":854}",{},854,rect,754,106,82,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.329.1517875162.405060.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.329.1517875162.405060.png,0.0,0.0,936,860
1.2.276.0.7230010.3.1.4.8323329.330.1517875162.413920.png,435070,{},1,0,"{""name"":""rect"",""x"":110,""y"":49,""width"":743,""height"":793}",{},793,rect,743,110,49,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.330.1517875162.413920.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.330.1517875162.413920.png,0.0,0.0,842,853
1.2.276.0.7230010.3.1.4.8323329.331.1517875162.418469.png,349721,{},1,0,"{""name"":""rect"",""x"":53,""y"":69,""width"":890,""height"":734}",{},734,rect,890,53,69,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.331.1517875162.418469.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.331.1517875162.418469.png,0.0,0.0,803,943
1.2.276.0.7230010.3.1.4.8323329.332.1517875162.425631.png,410633,{},1,0,"{""name"":""rect"",""x"":151,""y"":70,""width"":688,""height"":742}",{},742,rect,688,151,70,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.332.1517875162.425631.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.332.1517875162.425631.png,0.0,0.0,812,839
1.2.276.0.7230010.3.1.4.8323329.333.1517875162.422915.png,401319,{},1,0,"{""name"":""rect"",""x"":82,""y"":128,""width"":804,""height"":745}",{},745,rect,804,82,128,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.333.1517875162.422915.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.333.1517875162.422915.png,0.0,0.0,873,886
1.2.276.0.7230010.3.1.4.8323329.334.1517875162.431427.png,426797,{},1,0,"{""name"":""rect"",""x"":87,""y"":65,""width"":756,""height"":768}",{},768,rect,756,87,65,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.334.1517875162.431427.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.334.1517875162.431427.png,0.001873016357421875,1.0,833,843
1.2.276.0.7230010.3.1.4.8323329.335.1517875162.443624.png,381182,{},1,0,"{""name"":""rect"",""x"":187,""y"":143,""width"":662,""height"":633}",{},633,rect,662,187,143,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.335.1517875162.443624.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.335.1517875162.443624.png,0.0,0.0,776,849
1.2.276.0.7230010.3.1.4.8323329.336.1517875162.443786.png,396554,{},1,0,"{""name"":""rect"",""x"":91,""y"":66,""width"":885,""height"":795}",{},795,rect,885,91,66,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.336.1517875162.443786.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.336.1517875162.443786.png,0.0,0.0,861,976
1.2.276.0.7230010.3.1.4.8323329.337.1517875162.449985.png,421523,{},1,0,"{""name"":""rect"",""x"":133,""y"":238,""width"":869,""height"":783}",{},783,rect,869,133,238,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.337.1517875162.449985.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.337.1517875162.449985.png,0.0,0.0,1021,1002
1.2.276.0.7230010.3.1.4.8323329.338.1517875162.455978.png,393454,{},1,0,"{""name"":""rect"",""x"":189,""y"":16,""width"":710,""height"":691}",{},691,rect,710,189,16,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.338.1517875162.455978.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.338.1517875162.455978.png,5.245208740234375e-05,1.0,707,899
1.2.276.0.7230010.3.1.4.8323329.339.1517875162.471556.png,344701,{},1,0,"{""name"":""rect"",""x"":82,""y"":130,""width"":873,""height"":580}",{},580,rect,873,82,130,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.339.1517875162.471556.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.339.1517875162.471556.png,0.0,0.0,710,955
1.2.276.0.7230010.3.1.4.8323329.340.1517875162.465768.png,417598,{},1,0,"{""name"":""rect"",""x"":129,""y"":45,""width"":740,""height"":652}",{},652,rect,740,129,45,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.340.1517875162.465768.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.340.1517875162.465768.png,0.0,0.0,697,869
1.2.276.0.7230010.3.1.4.8323329.341.1517875162.473222.png,378875,{},1,0,"{""name"":""rect"",""x"":114,""y"":76,""width"":831,""height"":811}",{},811,rect,831,114,76,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.341.1517875162.473222.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.341.1517875162.473222.png,0.0,0.0,887,945
1.2.276.0.7230010.3.1.4.8323329.342.1517875162.476923.png,375822,{},1,0,"{""name"":""rect"",""x"":20,""y"":122,""width"":985,""height"":886}",{},886,rect,985,20,122,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.342.1517875162.476923.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.342.1517875162.476923.png,0.015735626220703125,1.0,1008,1005
1.2.276.0.7230010.3.1.4.8323329.343.1517875162.487099.png,298354,{},1,0,"{""name"":""rect"",""x"":199,""y"":122,""width"":785,""height"":532}",{},532,rect,785,199,122,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.343.1517875162.487099.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.343.1517875162.487099.png,0.0,0.0,654,984
1.2.276.0.7230010.3.1.4.8323329.344.1517875162.485361.png,411358,{},1,0,"{""name"":""rect"",""x"":80,""y"":112,""width"":880,""height"":722}",{},722,rect,880,80,112,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.344.1517875162.485361.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.344.1517875162.485361.png,0.0,0.0,834,960
1.2.276.0.7230010.3.1.4.8323329.345.1517875162.488131.png,443328,{},1,0,"{""name"":""rect"",""x"":93,""y"":50,""width"":888,""height"":845}",{},845,rect,888,93,50,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.345.1517875162.488131.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.345.1517875162.488131.png,0.0,0.0,895,981
1.2.276.0.7230010.3.1.4.8323329.346.1517875162.490759.png,312364,{},1,0,"{""name"":""rect"",""x"":145,""y"":200,""width"":724,""height"":663}",{},663,rect,724,145,200,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.346.1517875162.490759.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.346.1517875162.490759.png,0.0,0.0,863,869
1.2.276.0.7230010.3.1.4.8323329.347.1517875162.506017.png,399250,{},1,0,"{""name"":""rect"",""x"":138,""y"":82,""width"":792,""height"":937}",{},937,rect,792,138,82,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.347.1517875162.506017.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.347.1517875162.506017.png,0.0,0.0,1019,930
1.2.276.0.7230010.3.1.4.8323329.348.1517875162.509428.png,348639,{},1,0,"{""name"":""rect"",""x"":3,""y"":87,""width"":915,""height"":723}",{},723,rect,915,3,87,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.348.1517875162.509428.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.348.1517875162.509428.png,0.0,0.0,810,918
1.2.276.0.7230010.3.1.4.8323329.349.1517875162.510499.png,375450,{},1,0,"{""name"":""rect"",""x"":138,""y"":10,""width"":857,""height"":812}",{},812,rect,857,138,10,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.349.1517875162.510499.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.349.1517875162.510499.png,0.0,0.0,822,995
1.2.276.0.7230010.3.1.4.8323329.350.1517875162.508837.png,410229,{},1,0,"{""name"":""rect"",""x"":168,""y"":52,""width"":663,""height"":666}",{},666,rect,663,168,52,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.350.1517875162.508837.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.350.1517875162.508837.png,0.0,0.0,718,831
1.2.276.0.7230010.3.1.4.8323329.351.1517875162.512468.png,401944,{},1,0,"{""name"":""rect"",""x"":44,""y"":44,""width"":884,""height"":759}",{},759,rect,884,44,44,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.351.1517875162.512468.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.351.1517875162.512468.png,0.0,0.0,803,928
1.2.276.0.7230010.3.1.4.8323329.352.1517875162.525205.png,408143,{},1,0,"{""name"":""rect"",""x"":182,""y"":165,""width"":752,""height"":843}",{},843,rect,752,182,165,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.352.1517875162.525205.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.352.1517875162.525205.png,0.05727958679199219,1.0,1008,934
1.2.276.0.7230010.3.1.4.8323329.353.1517875162.525916.png,400457,{},1,0,"{""name"":""rect"",""x"":202,""y"":25,""width"":689,""height"":852}",{},852,rect,689,202,25,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.353.1517875162.525916.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.353.1517875162.525916.png,0.008778572082519531,1.0,877,891
1.2.276.0.7230010.3.1.4.8323329.354.1517875162.528556.png,434123,{},1,0,"{""name"":""rect"",""x"":138,""y"":174,""width"":788,""height"":740}",{},740,rect,788,138,174,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.354.1517875162.528556.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.354.1517875162.528556.png,0.037077903747558594,1.0,914,926
1.2.276.0.7230010.3.1.4.8323329.355.1517875162.531219.png,343288,{},1,0,"{""name"":""rect"",""x"":119,""y"":205,""width"":739,""height"":515}",{},515,rect,739,119,205,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.355.1517875162.531219.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.355.1517875162.531219.png,0.0,0.0,720,858
1.2.276.0.7230010.3.1.4.8323329.356.1517875162.533140.png,312795,{},1,0,"{""name"":""rect"",""x"":198,""y"":25,""width"":758,""height"":863}",{},863,rect,758,198,25,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.356.1517875162.533140.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.356.1517875162.533140.png,0.0,0.0,888,956
1.2.276.0.7230010.3.1.4.8323329.357.1517875162.533920.png,400560,{},1,0,"{""name"":""rect"",""x"":63,""y"":69,""width"":903,""height"":952}",{},952,rect,903,63,69,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.357.1517875162.533920.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.357.1517875162.533920.png,0.0,0.0,1021,966
1.2.276.0.7230010.3.1.4.8323329.358.1517875162.548633.png,368178,{},1,0,"{""name"":""rect"",""x"":101,""y"":68,""width"":769,""height"":855}",{},855,rect,769,101,68,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.358.1517875162.548633.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.358.1517875162.548633.png,0.0,0.0,923,870
1.2.276.0.7230010.3.1.4.8323329.359.1517875162.552256.png,370503,{},1,0,"{""name"":""rect"",""x"":74,""y"":9,""width"":837,""height"":688}",{},688,rect,837,74,9,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.359.1517875162.552256.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.359.1517875162.552256.png,0.006498336791992188,1.0,697,911
1.2.276.0.7230010.3.1.4.8323329.360.1517875162.553900.png,461131,{},1,0,"{""name"":""rect"",""x"":73,""y"":121,""width"":816,""height"":877}",{},877,rect,816,73,121,/home/dianwen/SIIM_ACR/train/images/1024/dicom/1.2.276.0.7230010.3.1.4.8323329.360.1517875162.553900.png,/home/dianwen/SIIM_ACR/train/images/1024/mask/1.2.276.0.7230010.3.1.4.8323329.360.1517875162.553900.png,0.01818370819091797,1.0,998,889
