filename,xmin,xmax,ymin,ymax
00000149_007.png,109,928,0,846
00000149_008.png,54,928,81,819
00000159_000.png,109,901,81,819
00000162_000.png,0,1024,0,1024
00000165_006.png,191,983,54,846
00000170_000.png,81,955,136,846
00000174_004.png,191,873,27,955
00000177_002.png,54,1024,81,846
00000181_028.png,0,1024,0,1024
00000181_054.png,0,1024,0,1024
00000181_063.png,0,1024,0,1024
00000188_000.png,0,1024,0,1024
00000192_000.png,109,955,81,1010
00000193_000.png,109,846,81,901
00000193_002.png,109,901,0,901
00000197_000.png,109,955,136,955
00000198_000.png,27,928,54,846
00000201_000.png,109,873,136,1010
00000207_000.png,218,873,81,873
00000211_028.png,136,901,54,901
00000211_035.png,0,1024,0,1024
00000213_002.png,136,983,81,819
00000218_003.png,0,1024,0,1024
00000226_000.png,81,928,163,955
00000228_000.png,81,873,0,1024
00000230_002.png,27,873,0,928
00000230_006.png,0,1024,0,1024
00000246_012.png,81,901,136,873
00000246_013.png,27,1024,54,737
00000247_000.png,27,846,0,955
00000248_014.png,136,873,109,983
00000248_026.png,0,1024,0,1024
00000250_001.png,81,873,27,764
00000256_000.png,136,928,136,873
00000261_001.png,163,928,163,737
00000265_005.png,136,901,27,764
00000268_000.png,109,901,109,1024
00000271_000.png,0,1024,0,1024
00000273_001.png,81,846,136,873
00000273_002.png,81,901,109,873
00000273_003.png,0,1024,0,1024
00000275_001.png,109,791,27,819
00000275_003.png,163,873,54,819
00000276_000.png,0,1024,0,1024
00000277_001.png,109,983,81,737
00000278_003.png,81,901,27,873
00000278_007.png,136,873,27,791
00000285_005.png,27,983,109,873
00000285_006.png,54,928,136,1024
00000285_007.png,54,955,109,901
00000288_002.png,191,901,136,901
00000289_005.png,136,873,81,791
00000289_007.png,81,901,136,791
00000290_003.png,163,791,27,955
00000300_000.png,191,873,136,819
00000303_000.png,0,1024,0,1024
00000315_001.png,136,928,27,983
00000318_002.png,136,955,136,901
00000319_000.png,136,983,27,846
00000321_005.png,81,873,109,873
00000322_009.png,0,1024,0,1024
00000322_010.png,0,1024,0,1024
00000322_012.png,136,846,81,819
00000324_006.png,163,928,0,928
00000345_000.png,163,901,163,928
00000348_005.png,54,928,109,819
00000348_006.png,109,901,54,791
00000348_008.png,109,928,81,873
00000359_002.png,81,901,109,873
00000362_003.png,109,928,109,928
00000362_004.png,81,955,191,983
00000368_006.png,109,901,109,873
00000370_004.png,81,901,109,1024
00000370_009.png,163,846,136,901
00000372_003.png,0,1024,0,1024
00000372_004.png,191,901,109,873
00000372_006.png,27,901,109,737
00000374_000.png,81,901,81,955
00000376_006.png,54,955,109,819
00000377_002.png,0,1024,0,1024
00000382_000.png,136,873,54,1010
00000383_000.png,81,819,81,819
00000387_000.png,191,928,54,709
00000399_001.png,81,901,81,819
00000402_003.png,109,928,27,846
00000404_001.png,109,819,27,1010
00000404_002.png,109,873,0,928
00000406_001.png,54,928,109,873
00000410_002.png,81,873,109,873
00000415_000.png,81,764,0,928
00000415_001.png,191,873,0,955
00000416_003.png,81,901,81,791
00000416_004.png,136,873,109,764
00000416_005.png,163,846,163,791
00000416_006.png,0,1024,0,1024
00000416_007.png,0,1024,0,1024
00000416_008.png,0,1024,0,1024
00000422_007.png,136,846,54,791
00000429_000.png,54,983,109,846
00000431_001.png,0,1010,109,846
00000443_004.png,136,1010,81,901
00000444_000.png,81,928,0,983
00000446_001.png,81,928,191,846
00000447_000.png,136,955,81,764
00000447_002.png,136,928,81,764
00000448_000.png,0,1024,0,1024
00000454_000.png,163,901,81,928
00000459_003.png,136,791,163,764
00000466_000.png,81,928,109,791
00000467_003.png,109,955,136,901
00000468_000.png,0,1024,0,1024
00000468_003.png,136,791,136,737
00000468_004.png,163,846,27,600
00000468_005.png,0,1024,0,1024
00000468_009.png,0,1024,0,1024
00000468_013.png,109,764,218,791
00000468_016.png,0,1024,0,1024
00000468_017.png,109,791,191,791
00000468_018.png,191,819,300,819
00000468_019.png,218,873,191,873
00000468_026.png,191,791,109,709
00000468_031.png,163,764,163,819
00000468_058.png,0,1024,0,1024
00000469_001.png,54,901,81,955
00000475_000.png,109,846,81,873
00000476_000.png,136,901,136,955
00000488_000.png,273,846,109,819
00000489_008.png,136,873,54,873
00000490_002.png,109,928,81,1024
00000491_012.png,81,791,54,983
00000491_014.png,109,764,0,928
00000491_017.png,0,1024,0,1024
00000491_022.png,81,901,54,819
00000491_024.png,109,737,109,928
00000494_002.png,81,955,109,846
00000499_009.png,136,764,81,764
00000502_005.png,191,955,136,873
00000502_013.png,163,955,0,709
00000504_000.png,81,928,81,819
00000506_002.png,0,1024,0,1024
00000506_016.png,0,1024,0,1024
00000506_017.png,0,1024,0,1024
00000514_004.png,27,901,27,928
00000516_000.png,109,928,109,791
00000518_000.png,81,873,54,1024
00000524_000.png,109,846,136,846
00000529_000.png,136,846,109,873
00000531_003.png,54,901,54,1024
00000531_005.png,54,901,109,983
00000533_001.png,163,873,54,846
00000538_005.png,54,983,109,846
00000545_004.png,81,928,81,955
00000547_008.png,136,819,136,737
00000547_009.png,136,873,109,682
00000559_000.png,109,846,109,737
00000566_005.png,109,846,136,846
00000569_002.png,54,955,54,873
00000583_000.png,136,764,218,819
00000583_024.png,0,1024,0,1024
00000583_026.png,81,791,109,764
00000583_030.png,191,901,163,791
00000583_032.png,191,873,109,846
00000583_033.png,27,709,273,928
00000589_000.png,81,873,0,1024
00000591_003.png,0,1024,0,1024
00000591_019.png,0,1024,0,1024
00000607_000.png,0,1024,0,1024
00000608_000.png,191,873,27,873
00000613_004.png,109,955,81,873
00000618_006.png,109,819,136,764
00000620_002.png,109,983,81,791
00000627_007.png,54,901,109,873
00000631_002.png,163,928,0,873
00000631_003.png,109,873,109,873
00000631_004.png,54,791,54,819
00000631_008.png,109,873,109,819
00000632_008.png,0,819,163,1024
00000632_012.png,54,928,136,983
00000640_000.png,81,873,54,709
00000643_004.png,0,1024,0,1024
00000644_000.png,109,846,54,873
00000646_003.png,136,901,109,819
00000646_006.png,163,873,81,873
00000652_004.png,109,873,191,846
00000652_005.png,136,901,81,764
00000652_017.png,136,901,81,846
00000652_023.png,163,873,136,846
00000655_001.png,0,819,109,901
00000662_000.png,27,928,54,846
00000662_005.png,81,928,136,901
00000662_008.png,54,873,0,764
00000667_000.png,0,1024,0,1024
00000681_000.png,109,873,136,846
00000688_002.png,191,846,81,655
00000692_000.png,81,901,54,873
00000697_009.png,81,955,81,1010
00000702_001.png,0,1024,0,1024
00000702_003.png,0,1024,0,1024
00000709_007.png,109,928,109,791
00000710_002.png,81,928,54,928
00000712_000.png,109,928,54,846
00000714_001.png,54,955,27,682
00000720_000.png,136,928,81,955
00000720_006.png,81,928,109,928
00000721_000.png,81,873,0,1024
00000727_000.png,0,901,81,791
00000732_002.png,163,873,54,791
00000732_004.png,0,1024,0,1024
00000732_005.png,0,1024,0,1024
00000732_006.png,109,928,54,791
00000741_003.png,54,901,54,819
00000744_003.png,81,873,0,928
00000744_004.png,136,928,54,846
00000744_005.png,136,955,54,846
00000744_006.png,54,873,81,846
00000744_007.png,109,901,54,846
00000744_008.png,109,928,81,901
00000744_009.png,109,928,54,928
00000744_010.png,109,955,54,873
00000744_011.png,81,901,54,955
00000744_012.png,81,901,27,983
00000744_013.png,81,955,0,709
00000750_000.png,81,873,81,819
00000758_002.png,54,983,109,846
00000759_000.png,0,983,54,901
00000761_009.png,163,901,54,819
00000762_001.png,163,901,191,983
00000766_004.png,163,955,163,928
00000766_010.png,163,928,109,873
00000766_016.png,81,1010,54,737
00000766_021.png,136,928,27,791
00000772_006.png,0,1024,0,1024
00000777_001.png,163,955,0,928
00000788_000.png,136,901,136,873
00000796_001.png,109,955,163,873
00000797_003.png,0,1024,0,1024
00000798_032.png,109,873,0,1010
00000801_000.png,54,955,0,1010
00000802_000.png,109,873,54,928
00000808_014.png,163,819,109,901
00000808_015.png,136,846,81,901
00000814_003.png,54,873,136,873
00000814_007.png,109,901,81,791
00000820_003.png,0,1024,0,1024
00000820_018.png,0,1024,0,1024
00000820_020.png,54,1010,0,983
00000820_030.png,81,983,0,983
00000827_017.png,109,928,54,846
00000827_018.png,81,955,163,873
00000827_019.png,81,901,54,846
00000827_020.png,81,901,109,873
00000830_005.png,0,1024,0,1024
00000831_002.png,136,737,81,901
00000832_004.png,136,819,109,928
00000832_005.png,81,928,109,791
00000839_000.png,27,901,109,955
00000847_002.png,136,928,109,846
00000851_000.png,81,928,0,791
00000853_002.png,0,1024,0,1024
00000855_000.png,81,901,81,846
00000857_001.png,27,901,27,928
00000858_000.png,81,901,109,791
00000865_000.png,81,955,109,1010
00000865_001.png,0,1024,0,1024
00000865_005.png,54,928,54,791
00000865_009.png,0,1024,0,1024
00000869_001.png,191,955,136,819
00000869_006.png,191,955,109,846
00000869_008.png,218,983,136,846
00000870_006.png,0,1024,0,1024
00000870_007.png,163,983,81,955
00000871_000.png,54,928,27,873
00000875_000.png,163,955,54,819
00000877_001.png,54,846,54,873
00000877_009.png,191,955,109,983
00000877_014.png,81,928,0,1024
00000877_020.png,109,901,54,983
00000877_021.png,109,873,0,983
00000885_001.png,136,901,109,901
00000890_001.png,191,955,0,1024
00000891_000.png,163,928,0,1024
00000894_004.png,54,928,27,901
00000900_000.png,136,928,0,1024
00000902_001.png,136,901,273,983
00000902_002.png,109,901,136,873
00000910_001.png,109,791,109,901
00000913_000.png,109,983,54,873
00000914_005.png,109,928,163,873
00000916_000.png,27,928,54,737
00000921_000.png,27,928,81,873
00000930_001.png,136,901,54,873
00000938_003.png,0,1024,0,1024
00000949_003.png,81,873,0,1010
00000953_000.png,81,955,109,955
00000955_001.png,81,928,136,791
00000958_000.png,27,955,136,901
00000963_001.png,27,955,54,901
00000963_003.png,163,873,109,1010
00000967_001.png,27,873,163,846
00000971_001.png,54,928,54,764
00000974_002.png,136,873,27,819
00000976_003.png,54,846,81,873
00000978_000.png,0,1024,0,1024
00000980_003.png,163,928,81,846
00000986_000.png,0,1024,0,1024
00000994_000.png,163,846,109,983
00000997_002.png,136,901,0,846
00001006_000.png,81,901,109,928
00001006_001.png,109,983,27,846
00001006_010.png,0,1024,0,1024
00001006_013.png,136,819,0,955
00001006_015.png,191,1010,54,737
00001006_017.png,54,901,54,819
00001006_018.png,136,873,54,873
00001006_019.png,163,846,81,901
00001006_020.png,0,1024,0,1024
00001006_021.png,163,846,81,873
00001006_024.png,136,846,81,819
00001013_000.png,136,928,109,955
00001018_000.png,136,928,27,873
00001019_003.png,109,819,136,901
00001020_000.png,27,928,109,928
00001021_001.png,136,819,81,791
00001021_004.png,191,819,136,846
00001029_002.png,81,737,54,819
00001029_006.png,136,901,136,1010
00001034_003.png,109,873,163,1024
00001043_002.png,54,901,136,1010
00001045_001.png,81,873,81,1024
00001051_000.png,136,846,81,819
00001052_002.png,54,955,109,901
00001055_007.png,109,846,54,819
00001065_000.png,163,846,27,846
00001065_001.png,109,928,27,737
00001074_000.png,109,819,109,709
00001075_000.png,136,819,191,819
00001081_002.png,0,1024,0,1024
00001082_000.png,81,928,54,901
00001084_000.png,109,983,54,819
00001086_000.png,0,1024,0,1024
00001088_000.png,81,983,81,791
00001088_008.png,81,955,109,846
00001101_018.png,163,846,0,901
00001101_019.png,191,846,81,928
00001104_004.png,163,928,81,846
00001104_011.png,0,1024,0,1024
00001111_000.png,163,846,109,764
00001112_000.png,81,873,109,764
00001115_002.png,0,1024,0,1024
00001117_000.png,0,1024,0,1024
00001122_009.png,81,873,54,873
00001122_016.png,191,955,109,846
00001136_000.png,136,901,109,737
00001154_004.png,136,873,136,846
00001156_002.png,0,1024,0,1024
00001168_000.png,136,791,109,901
00001170_006.png,0,1024,0,1024
00001170_007.png,0,1024,0,1024
00001170_010.png,0,1024,0,1024
00001170_012.png,0,1024,0,1024
00001170_016.png,191,873,0,737
00001170_017.png,0,1024,0,1024
00001170_018.png,0,1024,0,1024
00001170_019.png,163,819,54,955
00001170_020.png,0,1024,0,1024
00001170_021.png,0,1024,0,1024
00001170_022.png,0,1024,0,1024
00001170_023.png,27,955,0,791
00001170_024.png,191,928,81,846
00001170_026.png,0,1024,0,1024
00001170_027.png,0,1024,0,1024
00001170_028.png,163,819,54,928
00001170_029.png,136,846,27,846
00001170_030.png,27,955,27,791
00001170_032.png,0,1024,0,1024
00001170_033.png,54,928,54,791
00001170_034.png,27,955,27,764
00001170_035.png,54,928,27,709
00001170_036.png,27,983,0,819
00001170_037.png,54,901,54,791
00001170_039.png,81,1010,27,791
00001170_040.png,27,955,54,846
00001170_041.png,136,819,0,819
00001170_045.png,27,983,27,791
00001170_046.png,54,955,27,764
00001170_047.png,0,1024,0,1024
00001170_054.png,109,819,0,791
00001182_004.png,109,928,27,901
00001186_000.png,109,955,54,737
00001190_002.png,109,901,81,791
00001195_000.png,109,928,163,955
00001199_007.png,109,901,54,928
00001200_002.png,109,846,81,709
00001200_005.png,109,983,109,846
00001206_007.png,0,1024,0,1024
00001213_002.png,163,819,81,928
00001213_003.png,109,983,136,901
00001216_000.png,136,1010,27,1024
00001222_004.png,54,928,54,955
00001226_004.png,136,1010,81,846
00001230_000.png,81,873,81,873
00001230_002.png,109,873,54,955
00001231_001.png,27,873,0,1010
00001232_001.png,109,819,81,846
00001232_005.png,191,846,109,846
00001240_000.png,191,1010,136,819
00001247_004.png,54,873,81,901
00001248_001.png,54,764,54,1024
00001248_010.png,54,846,163,873
00001248_016.png,27,846,54,791
00001248_022.png,136,901,136,928
00001248_023.png,191,955,163,928
00001248_024.png,54,1010,54,819
00001248_025.png,163,928,163,928
00001248_028.png,27,955,81,1024
00001248_029.png,163,955,163,983
00001248_031.png,109,983,81,873
00001248_035.png,81,928,109,901
00001248_036.png,136,901,136,901
00001248_037.png,136,901,136,873
00001248_038.png,136,928,81,901
00001249_003.png,109,791,109,791
00001249_006.png,136,819,109,846
00001249_010.png,0,1024,0,1024
00001250_011.png,245,955,81,873
00001252_001.png,163,901,163,764
00001255_002.png,136,901,136,709
00001258_000.png,163,955,27,928
00001266_000.png,163,928,109,901
00001268_002.png,54,873,54,928
00001269_000.png,81,983,81,873
00001270_000.png,136,955,163,819
00001278_012.png,27,764,191,928
00001279_001.png,0,1024,0,1024
00001285_001.png,191,955,136,955
00001286_000.png,27,928,27,764
00001286_006.png,0,1024,0,1024
00001298_003.png,136,928,81,983
00001298_008.png,54,846,27,1024
00001301_014.png,54,846,54,901
00001301_033.png,109,819,27,709
00001301_040.png,136,819,163,819
00001301_041.png,245,928,136,737
00001309_001.png,81,901,27,901
00001320_006.png,163,819,54,901
00001322_003.png,0,1024,0,1024
00001330_002.png,245,955,136,846
00001330_004.png,0,1024,0,1024
00001334_000.png,109,791,54,1010
00001334_003.png,218,846,136,901
00001335_006.png,136,846,81,873
00001348_000.png,136,846,54,873
00001353_000.png,54,983,109,901
00001355_008.png,136,955,136,791
00001355_010.png,218,928,218,764
00001362_005.png,163,955,27,682
00001362_008.png,136,901,163,901
00001362_012.png,54,846,27,764
00001364_004.png,136,846,136,901
00001364_005.png,81,819,54,955
00001367_004.png,0,1024,0,1024
00001373_003.png,136,983,54,983
00001373_009.png,136,983,81,901
00001373_012.png,81,928,54,846
00001373_020.png,54,846,109,819
00001373_025.png,81,901,109,901
00001373_027.png,109,928,27,737
00001373_035.png,109,928,0,955
00001373_049.png,109,846,136,791
00001378_000.png,109,819,54,682
00001383_000.png,109,955,109,901
00001385_011.png,109,955,54,819
00001385_019.png,109,873,136,873
00001389_004.png,109,928,54,873
00001395_003.png,0,873,81,983
00001395_004.png,27,901,136,955
00001397_001.png,54,955,81,983
00001397_006.png,27,901,109,983
00001398_003.png,163,819,136,928
00001404_001.png,136,901,0,1024
00001404_007.png,109,873,0,955
00001404_008.png,109,873,0,846
00001409_007.png,136,955,136,901
00001410_002.png,0,1024,0,1024
00001415_001.png,191,1010,81,791
00001415_002.png,54,955,0,955
00001416_002.png,0,1024,0,1024
00001416_003.png,81,846,54,901
00001418_000.png,81,928,81,1024
00001429_002.png,163,873,54,928
00001429_003.png,136,901,54,873
00001429_004.png,0,1024,0,1024
00001429_005.png,163,819,27,819
00001429_006.png,163,819,54,819
00001429_008.png,191,873,0,819
00001429_009.png,81,873,54,928
00001435_000.png,109,983,81,819
00001437_010.png,163,873,136,846
00001437_012.png,27,928,136,737
00001437_018.png,109,846,0,737
00001437_022.png,109,819,27,791
00001437_026.png,109,983,27,682
00001437_031.png,163,928,54,846
00001437_040.png,136,901,0,819
00001437_044.png,136,901,54,873
00001440_000.png,81,901,54,1024
00001445_003.png,136,1010,27,655
00001452_001.png,54,873,109,928
00001452_002.png,81,983,81,846
00001452_005.png,109,901,136,846
00001458_004.png,81,955,54,873
00001464_003.png,109,928,136,846
00001470_002.png,109,846,54,791
00001471_001.png,27,873,0,791
00001484_001.png,163,928,54,682
00001484_002.png,218,873,81,737
00001490_000.png,109,955,136,901
00001493_000.png,163,846,109,901
00001496_003.png,109,901,136,819
00001501_004.png,0,1024,0,1024
00001504_004.png,109,955,163,1010
00001504_007.png,109,955,136,928
00001504_012.png,81,901,109,873
00001517_003.png,163,846,54,873
00001517_011.png,109,928,54,819
00001521_000.png,109,955,54,1024
00001526_006.png,218,928,136,901
00001528_000.png,191,873,54,791
00001528_004.png,81,873,0,737
00001529_003.png,109,1010,163,819
00001534_002.png,218,791,163,737
00001540_000.png,109,846,0,1024
00001543_002.png,191,928,163,955
00001545_000.png,81,873,191,873
00001549_002.png,81,928,218,955
00001549_004.png,0,791,218,928
00001549_005.png,27,846,191,928
00001549_010.png,54,846,136,955
00001554_000.png,81,955,27,901
00001561_000.png,0,1024,0,1024
00001561_001.png,0,1024,0,1024
00001567_000.png,54,983,81,873
00001579_000.png,27,1024,54,791
00001580_000.png,81,846,27,901
00001580_001.png,109,873,54,901
00001582_003.png,218,928,0,846
00001582_006.png,245,901,81,928
00001583_000.png,0,1024,0,1024
00001583_003.png,0,1024,0,1024
00001583_004.png,81,955,54,819
00001583_005.png,81,928,54,819
00001583_006.png,136,901,27,737
00001583_009.png,191,1010,136,819
00001583_010.png,81,955,109,791
00001583_011.png,136,901,54,819
00001583_012.png,54,955,54,819
00001583_013.png,163,901,109,819
00001583_014.png,0,1024,0,1024
00001583_015.png,163,928,81,819
00001583_017.png,54,955,81,846
00001591_000.png,27,819,136,819
00001601_014.png,0,1024,0,1024
00001611_002.png,0,1024,0,1024
00001615_003.png,109,819,54,709
00001619_001.png,191,873,54,737
00001622_001.png,81,901,27,1024
00001624_000.png,54,928,54,819
00001637_001.png,0,1024,0,1024
00001637_004.png,163,709,218,819
00001638_000.png,81,901,245,955
00001641_000.png,218,901,54,846
00001641_004.png,81,901,136,764
00001650_007.png,0,1024,0,1024
00001650_010.png,54,983,109,955
00001653_002.png,109,928,109,846
00001654_003.png,54,955,218,873
00001654_004.png,81,983,136,791
00001673_002.png,109,901,218,873
00001673_006.png,163,873,136,764
00001673_007.png,163,846,163,819
00001673_013.png,0,1024,0,1024
00001674_001.png,81,928,109,791
00001674_002.png,136,873,81,901
00001674_003.png,136,901,27,873
00001675_000.png,81,901,54,983
00001684_012.png,136,1010,0,709
00001684_020.png,81,928,0,846
00001684_025.png,0,1024,0,1024
00001685_000.png,109,846,136,1010
00001685_001.png,54,791,191,1010
00001689_011.png,218,928,109,1024
00001694_001.png,136,955,81,955
00001695_000.png,81,1010,109,901
00001697_009.png,0,1024,0,1024
00001698_001.png,0,983,0,682
00001698_006.png,81,1010,54,682
00001698_019.png,27,955,136,819
00001698_020.png,54,955,54,791
00001699_000.png,109,819,191,1010
00001701_001.png,163,983,54,1024
00001707_000.png,27,901,163,846
00001718_001.png,109,928,0,955
00001719_006.png,191,873,81,709
00001720_001.png,81,873,136,655
00001722_002.png,163,983,163,1010
00001734_003.png,327,983,136,873
00001734_008.png,136,846,81,846
00001735_000.png,54,901,27,764
00001735_003.png,191,955,54,901
00001736_001.png,81,1010,163,764
00001736_003.png,109,928,163,873
00001736_008.png,0,1024,0,1024
00001736_016.png,0,1024,0,1024
00001736_034.png,109,873,136,737
00001737_001.png,218,955,81,846
00001738_002.png,136,819,54,873
00001741_003.png,136,873,54,764
00001742_000.png,109,955,109,846
00001742_003.png,81,873,109,819
00001747_001.png,109,1010,136,873
00001748_003.png,0,1024,0,1024
00001749_000.png,54,901,163,955
00001756_002.png,109,928,136,846
00001756_003.png,81,901,136,846
00001756_009.png,191,846,136,846
00001757_001.png,109,928,136,901
00001768_000.png,54,846,136,901
00001770_002.png,109,873,81,901
00001778_000.png,81,901,136,1024
00001787_008.png,109,901,109,846
00001792_000.png,27,983,54,737
00001796_007.png,0,1024,0,1024
00001799_000.png,27,1010,54,846
00001803_000.png,0,1024,0,1024
00001803_006.png,27,928,109,955
00001803_007.png,218,1010,136,764
00001805_000.png,0,1010,109,955
00001809_004.png,54,1024,109,737
00001814_007.png,163,791,0,819
00001820_006.png,0,955,81,873
00001826_001.png,191,901,0,709
00001829_000.png,163,873,191,846
00001831_000.png,136,928,136,901
00001833_000.png,27,928,81,846
00001833_007.png,109,928,27,819
00001833_010.png,136,901,54,791
00001836_002.png,27,983,54,819
00001836_011.png,81,873,27,928
00001836_033.png,136,928,109,983
00001836_045.png,163,955,109,1010
00001836_075.png,136,901,0,901
00001836_091.png,109,955,27,873
00001836_132.png,109,928,109,1010
00001848_001.png,136,928,81,901
00001854_003.png,0,1024,0,1024
00001855_014.png,0,1024,0,1024
00001859_001.png,191,955,109,901
00001862_001.png,54,955,27,709
00001864_000.png,54,928,54,928
00001871_000.png,163,873,163,819
00001872_002.png,0,1024,0,1024
00001872_006.png,81,901,54,955
00001872_009.png,109,928,27,901
00001872_012.png,163,928,54,846
00001877_000.png,54,955,109,819
00001879_000.png,109,873,136,901
00001880_001.png,0,1024,0,1024
00001880_003.png,136,928,300,846
00001882_000.png,54,928,109,1010
00001892_000.png,54,955,0,928
00001894_002.png,0,1024,0,1024
00001894_003.png,163,846,109,901
00001894_004.png,163,846,163,901
00001895_002.png,109,955,81,928
00001895_003.png,81,955,191,901
00001900_004.png,136,1024,54,846
00001900_005.png,163,1024,27,846
00001900_024.png,0,1024,0,1024
00001900_027.png,54,928,81,764
00001901_005.png,163,955,81,846
00001902_000.png,109,928,81,709
00001903_000.png,163,873,54,928
00001904_000.png,109,819,81,709
00001906_000.png,0,901,163,1024
00001911_006.png,109,846,81,709
00001911_007.png,191,983,109,709
00001911_008.png,109,901,136,819
00001931_007.png,81,928,0,1024
00001931_015.png,0,1024,54,709
00001931_018.png,54,928,136,928
00001937_000.png,136,846,109,1024
00001938_004.png,136,873,81,846
00001940_001.png,218,955,81,737
00001941_007.png,81,983,109,655
00001946_003.png,109,901,163,791
00001946_010.png,0,1024,0,1024
00001946_011.png,273,901,136,901
00001946_016.png,0,1024,0,1024
00001946_017.png,136,791,81,873
00001946_023.png,81,819,109,928
00001946_029.png,109,764,273,1024
00001946_031.png,0,1024,0,1024
00001949_001.png,109,791,136,791
00001951_002.png,0,1024,0,1024
00001951_003.png,0,1024,0,1024
00001951_004.png,0,1024,0,1024
00001951_013.png,0,1024,0,1024
00001951_014.png,0,1024,0,1024
00001952_003.png,0,1024,0,1024
00001956_005.png,81,928,54,764
00001958_002.png,0,1024,0,1024
00001961_000.png,163,928,0,901
00001968_000.png,136,819,54,819
00001970_000.png,0,1024,0,1024
00001971_001.png,109,901,54,846
00001972_000.png,0,1024,0,1024
00001974_003.png,191,846,109,955
00001974_004.png,54,846,0,764
00001974_005.png,81,791,0,955
00001974_009.png,163,846,81,1010
00001974_011.png,136,819,109,928
00001984_003.png,81,901,109,819
00001984_004.png,54,901,81,928
00001984_005.png,81,928,54,928
00001984_014.png,81,873,109,928
00001986_002.png,0,1024,0,1024
00001986_010.png,0,1024,0,1024
00001989_006.png,136,928,81,928
00001989_007.png,81,873,136,901
00001992_007.png,109,955,81,901
00001992_012.png,191,846,81,764
00001992_015.png,136,819,81,846
00001995_005.png,54,873,136,955
00001998_000.png,81,955,81,846
00002003_003.png,0,1024,0,1024
00002003_006.png,136,791,27,983
00002003_010.png,136,873,81,819
00002005_000.png,163,955,81,1010
00002013_003.png,163,928,136,1024
00002015_004.png,191,873,109,1010
00002019_000.png,27,928,109,901
00002032_000.png,0,1024,0,1024
00002032_003.png,163,901,109,764
00002032_013.png,109,983,136,846
00002033_000.png,81,873,163,846
00002045_001.png,0,1024,0,1024
00002048_013.png,81,955,81,791
00002051_002.png,109,873,54,928
00002052_000.png,0,1024,0,1024
00002055_000.png,136,983,109,928
00002058_003.png,54,846,0,955
00002058_007.png,27,928,163,955
00002058_008.png,27,928,109,901
00002058_009.png,54,955,81,846
00002058_010.png,27,928,109,873
00002058_029.png,27,1010,54,873
00002058_031.png,136,983,0,873
00002059_000.png,54,901,109,873
00002059_001.png,54,955,218,928
00002066_010.png,109,846,81,873
00002066_012.png,136,873,136,901
00002070_001.png,0,1024,0,1024
00002072_003.png,0,1024,0,1024
00002073_002.png,0,1024,0,1024
00002080_000.png,81,901,109,846
00002080_003.png,163,901,109,791
00002081_007.png,54,928,81,1024
00002087_000.png,109,873,136,955
00002094_002.png,81,901,81,955
00002094_004.png,109,955,54,846
00002094_007.png,136,1010,54,1024
